1_id	1_span	1_anno_default_ns::lemma	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_default_ns::lemma	4_anno_ptb::pos	meta_Author	meta_Birthdate	meta_Date_of_composition	meta_Filename	meta_Genre	meta_Manuscript
salt:/ppcmbe2/anon3-1772-2#sTok2317	no	no	Q	salt:/ppcmbe2/anon3-1772-2#structure1372	*T*-2 indeed no man who 0 *T*-3 was attached to a free , legal , and limited government , could be	IP	salt:/ppcmbe2/anon3-1772-2#structure1374	no man who 0 *T*-3 was attached to a free , legal , and limited government	NP	salt:/ppcmbe2/anon3-1772-2#sTok2318	man	man	N	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon3-1772-2#sTok2544	several	several	Q	salt:/ppcmbe2/anon3-1772-2#structure1499	for several years	PP	salt:/ppcmbe2/anon3-1772-2#structure1500	several years	NP	salt:/ppcmbe2/anon3-1772-2#sTok2545	years	year	NS	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon3-1772-2#sTok3055	all	all	Q	salt:/ppcmbe2/anon3-1772-2#structure1830	of all rights and advantages thereunto belonging	PP	salt:/ppcmbe2/anon3-1772-2#structure1831	all rights and advantages thereunto belonging	NP	salt:/ppcmbe2/anon3-1772-2#sTok3056	rights	right	NS	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon3-1772-2#sTok3339	no	no	Q	salt:/ppcmbe2/anon3-1772-2#structure1993	he had no hand in the enterprize	IP	salt:/ppcmbe2/anon3-1772-2#structure1995	no hand	NP	salt:/ppcmbe2/anon3-1772-2#sTok3340	hand	hand	N	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon3-1772-2#sTok6722	Some	some	Q	salt:/ppcmbe2/anon3-1772-2#structure3998	Some years before his death	PP	salt:/ppcmbe2/anon3-1772-2#structure3999	Some years	NP	salt:/ppcmbe2/anon3-1772-2#sTok6723	years	year	NS	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon3-1772-2#sTok6993	any	any	Q	salt:/ppcmbe2/anon3-1772-2#structure4151	*T*-1 will frighten any bishop from serving him , though otherwise inclinable enough in his own breast	IP	salt:/ppcmbe2/anon3-1772-2#structure4152	any bishop	NP	salt:/ppcmbe2/anon3-1772-2#sTok6994	bishop	bishop	N	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon3-1772-2#sTok7989	all	all	Q	salt:/ppcmbe2/anon3-1772-2#structure4750	with all men	PP	salt:/ppcmbe2/anon3-1772-2#structure4751	all men	NP	salt:/ppcmbe2/anon3-1772-2#sTok7990	men	man	NS	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon3-1772-2#sTok9038	all	all	Q	salt:/ppcmbe2/anon3-1772-2#structure5406	" By this , <paren> said he himself <$$paren> I please all those men , who 0 *T*-1 commonly can speak pertinently upon nothing else .	IP-MAT-SPE	salt:/ppcmbe2/anon3-1772-2#structure5413	all those men , who 0 *T*-1 commonly can speak pertinently upon nothing else	NP	salt:/ppcmbe2/anon3-1772-2#sTok9040	men	man	NS	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon3-1772-2#sTok11036	many	many	Q	salt:/ppcmbe2/anon3-1772-2#structure6671	many years after	ADVP	salt:/ppcmbe2/anon3-1772-2#structure6672	many years	NP	salt:/ppcmbe2/anon3-1772-2#sTok11037	years	year	NS	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon3-1772-2#sTok11730	all	all	Q	salt:/ppcmbe2/anon3-1772-2#structure7078	But all our Author's Works have been collected together , and frequently reprinted , in three volumes , folio .	IP-MAT-1	salt:/ppcmbe2/anon3-1772-2#structure7079	all our Author's Works	NP	salt:/ppcmbe2/anon3-1772-2#sTok11733	Works	work	NS	anonymous 	b. ?, d. ? 	1772 	anon3-1772 	BIOGR OTHER 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok105	some	some	Q	salt:/ppcmbe2/anon4-1791-2#structure60	and you see some very good houses ;	IP-MAT	salt:/ppcmbe2/anon4-1791-2#structure62	some very good houses	NP	salt:/ppcmbe2/anon4-1791-2#sTok108	houses	house	NS	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok590	Each	each	Q	salt:/ppcmbe2/anon4-1791-2#structure340	Each gaming house , each room , nay , each part of a room , has its peculiar hour , two only of which , 0 *T*-1 from the commencement of play to the conclusion <paren> which 0 *T*-3 is from ten in the morning to two or three the next <$$paren> are allotted for meals , and often not one employed .	IP-MAT	salt:/ppcmbe2/anon4-1791-2#structure341	Each gaming house , each room , nay , each part of a room	NP	salt:/ppcmbe2/anon4-1791-2#sTok592	house	house	N	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok906	several	several	Q	salt:/ppcmbe2/anon4-1791-2#structure517	For several days	PP	salt:/ppcmbe2/anon4-1791-2#structure518	several days	NP	salt:/ppcmbe2/anon4-1791-2#sTok907	days	day	NS	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok2381	Any	any	Q	salt:/ppcmbe2/anon4-1791-2#structure1359	Any man may be a Bourgeois for six or seven Louis ;	IP-MAT	salt:/ppcmbe2/anon4-1791-2#structure1360	Any man	NP	salt:/ppcmbe2/anon4-1791-2#sTok2382	man	man	N	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok3303	every	every	Q	salt:/ppcmbe2/anon4-1791-2#structure1843	Charlemagne *ICH*-1 is carried , thus dressed out and powdered , thrice every year round the town , in order to imprint on the minds of the inhabitants , a due sense of the benefits 0 0 *T*-2 they have received from him -	IP-MAT	salt:/ppcmbe2/anon4-1791-2#structure1851	every year	NP	salt:/ppcmbe2/anon4-1791-2#sTok3304	year	year	N	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok4876	several	several	Q	salt:/ppcmbe2/anon4-1791-2#structure2777	and there are several very good houses in appearance -	IP-MAT	salt:/ppcmbe2/anon4-1791-2#structure2779	several very good houses	NP=1	salt:/ppcmbe2/anon4-1791-2#sTok4879	houses	house	NS	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok5189	All	all	Q	salt:/ppcmbe2/anon4-1791-2#structure2964	All the stone 0 0 *T*-1 they use for building in the adjacent country is fetched from it	IP-MAT	salt:/ppcmbe2/anon4-1791-2#structure2965	All the stone 0 0 *T*-1 they use for building in the adjacent country	NP	salt:/ppcmbe2/anon4-1791-2#sTok5191	stone	stone	N	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok5334	some	some	Q	salt:/ppcmbe2/anon4-1791-2#structure3047	some years since	ADVP	salt:/ppcmbe2/anon4-1791-2#structure3048	some years	NP	salt:/ppcmbe2/anon4-1791-2#sTok5335	years	year	NS	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok6292	any	any	Q	salt:/ppcmbe2/anon4-1791-2#structure3578	or any day in Lent	CONJP	salt:/ppcmbe2/anon4-1791-2#structure3579	any day in Lent	NP	salt:/ppcmbe2/anon4-1791-2#sTok6293	day	day	N	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok6775	several	several	Q	salt:/ppcmbe2/anon4-1791-2#structure3869	and you see several gentlemens' elegant houses .	IP-MAT	salt:/ppcmbe2/anon4-1791-2#structure3871	several gentlemens' elegant houses	NP	salt:/ppcmbe2/anon4-1791-2#sTok6778	houses	house	NS	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok8148	all	all	Q	salt:/ppcmbe2/anon4-1791-2#structure4671	to stay all night at Bois le Duc	IP	salt:/ppcmbe2/anon4-1791-2#structure4672	all night	NP	salt:/ppcmbe2/anon4-1791-2#sTok8149	night	night	N	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok8579	some	some	Q	salt:/ppcmbe2/anon4-1791-2#structure4897	some years after the revolt	PP	salt:/ppcmbe2/anon4-1791-2#structure4898	some years	NP	salt:/ppcmbe2/anon4-1791-2#sTok8580	years	year	NS	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/anon4-1791-2#sTok9497	every	every	Q	salt:/ppcmbe2/anon4-1791-2#structure5433	*T*-2 sails every day	IP	salt:/ppcmbe2/anon4-1791-2#structure5434	every day	NP	salt:/ppcmbe2/anon4-1791-2#sTok9498	day	day	N	Anonymous English gentleman 	? 	1791 	anon4-1791 	TRAVELOGUE 	n/a 
salt:/ppcmbe2/austen-180x-1#sTok953	few	few	Q	salt:/ppcmbe2/austen-180x-1#structure539	for a few days	PP	salt:/ppcmbe2/austen-180x-1#structure540	a few days	NP	salt:/ppcmbe2/austen-180x-1#sTok954	days	day	NS	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok3553	no	no	Q	salt:/ppcmbe2/austen-180x-1#structure2122	This will be no evil to <P_170> us ,	IP-MAT	salt:/ppcmbe2/austen-180x-1#structure2124	no evil	NP	salt:/ppcmbe2/austen-180x-1#sTok3554	evil	evil	N	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok3988	few	few	Q	salt:/ppcmbe2/austen-180x-1#structure2392	A few days ago	ADVP	salt:/ppcmbe2/austen-180x-1#structure2393	A few days	NP	salt:/ppcmbe2/austen-180x-1#sTok3989	days	day	NS	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok4747	any	any	Q	salt:/ppcmbe2/austen-180x-1#structure2830	or any other book	CONJP	salt:/ppcmbe2/austen-180x-1#structure2831	any other book	NP	salt:/ppcmbe2/austen-180x-1#sTok4749	book	book	N	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok5220	each	each	Q	salt:/ppcmbe2/austen-180x-1#structure3107	she has been each day expecting to be able to come on the morrow	IP	salt:/ppcmbe2/austen-180x-1#structure3109	each day	NP	salt:/ppcmbe2/austen-180x-1#sTok5221	day	day	N	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok5466	few	few	Q	salt:/ppcmbe2/austen-180x-1#structure3252	a few days since	ADVP	salt:/ppcmbe2/austen-180x-1#structure3253	a few days	NP	salt:/ppcmbe2/austen-180x-1#sTok5467	days	day	NS	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok6134	few	few	Q	salt:/ppcmbe2/austen-180x-1#structure3641	for a few days	PP	salt:/ppcmbe2/austen-180x-1#structure3642	a few days	NP	salt:/ppcmbe2/austen-180x-1#sTok6135	days	day	NS	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok6252	any	any	Q	salt:/ppcmbe2/austen-180x-1#structure3707	I could not get any fish for Kintbury while 0 their family was large	IP	salt:/ppcmbe2/austen-180x-1#structure3709	any fish	NP	salt:/ppcmbe2/austen-180x-1#sTok6253	fish	fish	N	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok6350	few	few	Q	salt:/ppcmbe2/austen-180x-1#structure3766	a few days before	ADVP	salt:/ppcmbe2/austen-180x-1#structure3767	a few days	NP	salt:/ppcmbe2/austen-180x-1#sTok6351	days	day	NS	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok9908	no	no	Q	salt:/ppcmbe2/austen-180x-1#structure5788	A widower with 3 children has no right to look higher than his daughter's Governess .	IP-MAT	salt:/ppcmbe2/austen-180x-1#structure5792	no right to look higher than his daughter's Governess	NP	salt:/ppcmbe2/austen-180x-1#sTok9909	right	right	N	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok11070	no	no	Q	salt:/ppcmbe2/austen-180x-1#structure6449	James has no horse	IP	salt:/ppcmbe2/austen-180x-1#structure6451	no horse	NP	salt:/ppcmbe2/austen-180x-1#sTok11071	horse	horse	N	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok11296	all	all	Q	salt:/ppcmbe2/austen-180x-1#structure6585	with all my heart	PP	salt:/ppcmbe2/austen-180x-1#structure6586	all my heart	NP	salt:/ppcmbe2/austen-180x-1#sTok11298	heart	heart	N	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok11317	few	few	Q	salt:/ppcmbe2/austen-180x-1#structure6598	in a few days	PP	salt:/ppcmbe2/austen-180x-1#structure6599	a few days	NP	salt:/ppcmbe2/austen-180x-1#sTok11318	days	day	NS	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-180x-1#sTok11500	many	many	Q	salt:/ppcmbe2/austen-180x-1#structure6693	many days longer	ADJP	salt:/ppcmbe2/austen-180x-1#structure6694	many days	NP	salt:/ppcmbe2/austen-180x-1#sTok11501	days	day	NS	Austen, Jane 	b. 1775, d. 1817 	1805 (45-47), 1807 (48-50), 1808 (51) 	austen-180x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-1815-2#sTok7962	no	no	Q	salt:/ppcmbe2/austen-1815-2#structure4253	but no love	CONJP	salt:/ppcmbe2/austen-1815-2#structure4254	no love	NP	salt:/ppcmbe2/austen-1815-2#sTok7963	love	love	N	Austen, Jane 	b. 1775, d. 1817 	1815 	austen-1815 	FICTION 	
salt:/ppcmbe2/austen-1815-2#sTok8783	every	every	Q	salt:/ppcmbe2/austen-1815-2#structure4698	" every day more precious and more delightful than the day before !	IP-ABS-SPE	salt:/ppcmbe2/austen-1815-2#structure4699	every day	NP	salt:/ppcmbe2/austen-1815-2#sTok8784	day	day	N	Austen, Jane 	b. 1775, d. 1817 	1815 	austen-1815 	FICTION 	
salt:/ppcmbe2/austen-1815-2#sTok8797	every	every	Q	salt:/ppcmbe2/austen-1815-2#structure4707	- every day making me less fit to bear any other place .	IP-PPL-ABS-SPE	salt:/ppcmbe2/austen-1815-2#structure4708	every day	NP	salt:/ppcmbe2/austen-1815-2#sTok8798	day	day	N	Austen, Jane 	b. 1775, d. 1817 	1815 	austen-1815 	FICTION 	
salt:/ppcmbe2/austen-1815-2#sTok9490	any	any	Q	salt:/ppcmbe2/austen-1815-2#structure5081	procrastinating any evil 0 that *T*-1 was inevitable	IP	salt:/ppcmbe2/austen-1815-2#structure5082	any evil 0 that *T*-1 was inevitable	NP	salt:/ppcmbe2/austen-1815-2#sTok9491	evil	evil	N	Austen, Jane 	b. 1775, d. 1817 	1815 	austen-1815 	FICTION 	
salt:/ppcmbe2/austen-1815-2#sTok9747	every	every	Q	salt:/ppcmbe2/austen-1815-2#structure5214	They had been meeting almost every day since his arrival .	IP-MAT	salt:/ppcmbe2/austen-1815-2#structure5216	almost every day	NP	salt:/ppcmbe2/austen-1815-2#sTok9748	day	day	N	Austen, Jane 	b. 1775, d. 1817 	1815 	austen-1815 	FICTION 	
salt:/ppcmbe2/austen-1815-2#sTok10158	some	some	Q	salt:/ppcmbe2/austen-1815-2#structure5448	It was some days before 0 she saw Jane Fairfax , to judge of her honest regret in this woeful change ;	IP-MAT	salt:/ppcmbe2/austen-1815-2#structure5450	some days	NP	salt:/ppcmbe2/austen-1815-2#sTok10159	days	day	NS	Austen, Jane 	b. 1775, d. 1817 	1815 	austen-1815 	FICTION 	
salt:/ppcmbe2/austen-1815-2#sTok12823	no	no	Q	salt:/ppcmbe2/austen-1815-2#structure7035	I mention no names ;	IP-MAT-SPE	salt:/ppcmbe2/austen-1815-2#structure7037	no names	NP	salt:/ppcmbe2/austen-1815-2#sTok12824	names	name	NS	Austen, Jane 	b. 1775, d. 1817 	1815 	austen-1815 	FICTION 	
salt:/ppcmbe2/austen-181x-2#sTok346	every	every	Q	salt:/ppcmbe2/austen-181x-2#structure190	her to be out of doors and hard at work every day	IP	salt:/ppcmbe2/austen-181x-2#structure198	every day	NP	salt:/ppcmbe2/austen-181x-2#sTok347	day	day	N	Austen, Jane 	b. 1775, d. 1817 	1816 (128-135), 1817 (136-142) 	austen-181x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-181x-2#sTok1933	half	half	Q	salt:/ppcmbe2/austen-181x-2#structure1121	half a year hence	ADVP	salt:/ppcmbe2/austen-181x-2#structure1122	half a year	NP	salt:/ppcmbe2/austen-181x-2#sTok1935	year	year	N	Austen, Jane 	b. 1775, d. 1817 	1816 (128-135), 1817 (136-142) 	austen-181x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-181x-2#sTok3669	many	many	Q	salt:/ppcmbe2/austen-181x-2#structure2133	for many days	PP	salt:/ppcmbe2/austen-181x-2#structure2134	many days	NP	salt:/ppcmbe2/austen-181x-2#sTok3670	days	day	NS	Austen, Jane 	b. 1775, d. 1817 	1816 (128-135), 1817 (136-142) 	austen-181x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-181x-2#sTok4208	every	every	Q	salt:/ppcmbe2/austen-181x-2#structure2450	with every virtue under Heaven	PP	salt:/ppcmbe2/austen-181x-2#structure2451	every virtue under Heaven	NP	salt:/ppcmbe2/austen-181x-2#sTok4209	virtue	virtue	N	Austen, Jane 	b. 1775, d. 1817 	1816 (128-135), 1817 (136-142) 	austen-181x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-181x-2#sTok4598	no	no	Q	salt:/ppcmbe2/austen-181x-2#structure2685	to be <font> no Honey	IP	salt:/ppcmbe2/austen-181x-2#structure2686	no Honey	NP	salt:/ppcmbe2/austen-181x-2#sTok4599	Honey	honey	N	Austen, Jane 	b. 1775, d. 1817 	1816 (128-135), 1817 (136-142) 	austen-181x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-181x-2#sTok5933	every	every	Q	salt:/ppcmbe2/austen-181x-2#structure3420	Harriet Knight comes every day to read to Aunt Cassandra .	IP-MAT	salt:/ppcmbe2/austen-181x-2#structure3422	every day	NP	salt:/ppcmbe2/austen-181x-2#sTok5934	day	day	N	Austen, Jane 	b. 1775, d. 1817 	1816 (128-135), 1817 (136-142) 	austen-181x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-181x-2#sTok6705	half	half	Q	salt:/ppcmbe2/austen-181x-2#structure3849	half a year ago	ADVP	salt:/ppcmbe2/austen-181x-2#structure3850	half a year	NP	salt:/ppcmbe2/austen-181x-2#sTok6707	year	year	N	Austen, Jane 	b. 1775, d. 1817 	1816 (128-135), 1817 (136-142) 	austen-181x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/austen-181x-2#sTok10724	some	some	Q	salt:/ppcmbe2/austen-181x-2#structure6161	Caroline was sent to School some years	IP	salt:/ppcmbe2/austen-181x-2#structure6165	some years	NP	salt:/ppcmbe2/austen-181x-2#sTok10725	years	year	NS	Austen, Jane 	b. 1775, d. 1817 	1816 (128-135), 1817 (136-142) 	austen-181x 	LET PRIV 	various (see edition) 
salt:/ppcmbe2/bain-1878-1#sTok590	many	many	Q	salt:/ppcmbe2/bain-1878-1#structure321	*T*-1 must spend many years in learning foreign languages	IP	salt:/ppcmbe2/bain-1878-1#structure322	many years	NP	salt:/ppcmbe2/bain-1878-1#sTok591	years	year	NS	Bain, Alexander 	b. 1818, d. 1903 	1878 	bain-1878 	EDUC TREAT 	n/a 
salt:/ppcmbe2/bain-1878-1#sTok1335	any	any	Q	salt:/ppcmbe2/bain-1878-1#structure717	to any medical work of the ancient world	PP	salt:/ppcmbe2/bain-1878-1#structure718	any medical work of the ancient world	NP	salt:/ppcmbe2/bain-1878-1#sTok1337	work	work	N	Bain, Alexander 	b. 1818, d. 1903 	1878 	bain-1878 	EDUC TREAT 	n/a 
salt:/ppcmbe2/bain-1878-1#sTok1565	no	no	Q	salt:/ppcmbe2/bain-1878-1#structure841	Now there is no book 0 that *T*-2 has been so abundantly *ICH*-3 commented on *-2 as the Bible .	IP-MAT	salt:/ppcmbe2/bain-1878-1#structure844	no book 0 that *T*-2 has been so abundantly *ICH*-3 commented on *-2 as the Bible	NP	salt:/ppcmbe2/bain-1878-1#sTok1566	book	book	N	Bain, Alexander 	b. 1818, d. 1903 	1878 	bain-1878 	EDUC TREAT 	n/a 
salt:/ppcmbe2/bain-1878-1#sTok7649	several	several	Q	salt:/ppcmbe2/bain-1878-1#structure4139	for several years	PP	salt:/ppcmbe2/bain-1878-1#structure4140	several years	NP	salt:/ppcmbe2/bain-1878-1#sTok7650	years	year	NS	Bain, Alexander 	b. 1818, d. 1903 	1878 	bain-1878 	EDUC TREAT 	n/a 
salt:/ppcmbe2/bain-1878-1#sTok10553	each	each	Q	salt:/ppcmbe2/bain-1878-1#structure5774	of each day	PP	salt:/ppcmbe2/bain-1878-1#structure5775	each day	NP	salt:/ppcmbe2/bain-1878-1#sTok10554	day	day	N	Bain, Alexander 	b. 1818, d. 1903 	1878 	bain-1878 	EDUC TREAT 	n/a 
salt:/ppcmbe2/baker-1742-2#sTok116	each	each	Q	salt:/ppcmbe2/baker-1742-2#structure61	before each Eye	PP	salt:/ppcmbe2/baker-1742-2#structure62	each Eye	NP	salt:/ppcmbe2/baker-1742-2#sTok117	Eye	eye	N	Baker, Henry 	b. 1698, d. 1774 	1742 	baker-1742 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/baker-1742-2#sTok3506	some	some	Q	salt:/ppcmbe2/baker-1742-2#structure1944	some Years ago	ADVP	salt:/ppcmbe2/baker-1742-2#structure1945	some Years	NP	salt:/ppcmbe2/baker-1742-2#sTok3507	Years	year	NS	Baker, Henry 	b. 1698, d. 1774 	1742 	baker-1742 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/baker-1742-2#sTok4757	all	all	Q	salt:/ppcmbe2/baker-1742-2#structure2618	all Creatures *ICH*-1 do * 0 that *T*-2 undergo such like Changes	IP	salt:/ppcmbe2/baker-1742-2#structure2619	all Creatures *ICH*-1	NP	salt:/ppcmbe2/baker-1742-2#sTok4758	Creatures	creature	NS	Baker, Henry 	b. 1698, d. 1774 	1742 	baker-1742 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/baker-1742-2#sTok4858	several	several	Q	salt:/ppcmbe2/baker-1742-2#structure2676	for <P_195> several Days	PP	salt:/ppcmbe2/baker-1742-2#structure2677	several Days	NP	salt:/ppcmbe2/baker-1742-2#sTok4859	Days	day	NS	Baker, Henry 	b. 1698, d. 1774 	1742 	baker-1742 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/baker-1742-2#sTok6788	each	each	Q	salt:/ppcmbe2/baker-1742-2#structure3735	each Eye has a Violet-blew Pupil , clear and admirable , surrounded by a pale yellow Circle .	IP-MAT	salt:/ppcmbe2/baker-1742-2#structure3736	each Eye	NP	salt:/ppcmbe2/baker-1742-2#sTok6789	Eye	eye	N	Baker, Henry 	b. 1698, d. 1774 	1742 	baker-1742 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/baker-1742-2#sTok7726	any	any	Q	salt:/ppcmbe2/baker-1742-2#structure4254	a <font> Gnat <$$font> finds any tender juicy Fruits , or Liquors	IP	salt:/ppcmbe2/baker-1742-2#structure4256	any tender juicy Fruits , or Liquors	NP	salt:/ppcmbe2/baker-1742-2#sTok7729	Fruits	fruit	NS	Baker, Henry 	b. 1698, d. 1774 	1742 	baker-1742 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/baker-1742-2#sTok9073	several	several	Q	salt:/ppcmbe2/baker-1742-2#structure4987	continuing sometimes several Days	RRC	salt:/ppcmbe2/baker-1742-2#structure4989	several Days	NP	salt:/ppcmbe2/baker-1742-2#sTok9074	Days	day	NS	Baker, Henry 	b. 1698, d. 1774 	1742 	baker-1742 	SCIENCE OTHER 	n/a 
salt:/ppcmbe2/baker-1742-2#sTok11862	all	all	Q	salt:/ppcmbe2/baker-1742-2#structure6499	devouring all their Substance	IP	salt:/ppcmbe2/baker-1742-2#structure6500	all their Substance	NP	salt:/ppcmbe2/baker-1742-2#sTok11864	Substance	substance	N	Baker, Henry 	b. 1698, d. 1774 	1742 	baker-1742 	SCIENCE OTHER 	n/a 
